full_text,sentiment
"@Alfarero3O @PGN_COL NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"#Video ¿Cuántos votos necesitaron Duque y Petro para ir a segunda vuelta en 2018?

https://t.co/aS2FPlEMss https://t.co/QeJ0A1fnBe",neutral
"El Colombiano: Elecciones al mando de Vega tuvieron deficiencias que requieren correctivos: Tribunal tras negar su suspensión.
https://t.co/EBwpUU4GkD

a través de @GoogleNews",negative
"Estos días y hasta el 29 de mayo día de las elecciones presidenciales en Colombia se prevé tensiones, incremento de actos criminales y delincuenciales, asonadas, pescas milagrosas, y guerra ideológica en todo el territorio nacional.
¡Fácil no será, estamos regresando al pasado!",negative
"@jarizabaletaf NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
@AlvaroUribeVel Ud y el gobierno son los dueños del paro armado! Colombia ya no les cree esas mañas que se inventan faltando medio mes para las elecciones para vender al Uribismo como los bienaventurados dadores de seguridad democratica! #OjoConEl2022 #OjoConElVoto,negative
"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZydwZ https://t.co/FiJfeEuXCa",neutral
"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZydwZ https://t.co/FiJfeEuXCa",neutral
Se nos robaran las elecciones en Colombia.,negative
1) COLOMBIA ELECCIONES 2022 ¿PUEDE HABER FRAUDE? 2) LA EXTRADICIÓN A NYC... https://t.co/FITOBhoZ2z via @YouTube,neutral
"🇨🇴 El próximo domingo 29 de mayo, #Colombia tendrá su jornada de elecciones presidenciales. Aquí te contamos cuáles son las propuestas de tecnología y transformación digital de los 8 candidatos. 🌐👇
https://t.co/ddIaxzHUtS",neutral
@G_ANDRES_CORZO @jarizabaletaf @FicoGutierrez @CNE_COLOMBIA POR ESO VAMOS A PERDER LAS ELECCIONES MIENTRAS ESTE ESA 🐀 @Registraduria,negative
"Además, los gráficos y mapas electorales demuestran la importancia electoral que tiene el centro del país, ante la densidad poblacional y la tradición de salir a votar. https://t.co/tVxPTMLkC2",positive
Los mapas de cada una de las elecciones desde 1994 hasta 2018 también son una muestra del debilitamiento del sistema partidista y el paso a un caudillismo que hasta los pasados comicios fue dominado por la figura de @AlvaroUribeVel. Puede verlos aquí. https://t.co/tVxPTMLkC2,negative
Los mapas de cada una de las elecciones desde 1994 hasta 2018 también son una muestra del debilitamiento del sistema partidista y el paso a un caudillismo que hasta los pasados comicios fue dominado por la figura de @AlvaroUribeVel. Puede verlos aquí. https://t.co/tVxPTMLkC2,negative
¿Cómo lucían los demás tarjetones? 👇¿Cree usted que se evidencia el cambio de un bipartidismo a un sistema de caudillos? https://t.co/7jcyCwQuni,neutral
Las reglas del juego político que estableció la Constitución de 1991 debilitaron el sistema bipartidista y trajo un revolcón que favoreció a un sistema caudillista que hasta hoy se siente. https://t.co/tVxPTMLSrA,negative
Las reglas del juego político que estableció la Constitución de 1991 debilitaron el sistema bipartidista y trajo un revolcón que favoreció a un sistema caudillista que hasta hoy se siente. https://t.co/tVxPTMLSrA,negative
@lcvelez #ElRiesgoEs sin lugar a ninguna duda @Registraduria y el @CNE_COLOMBIA se van a robar las elecciones,negative
Las reglas del juego político que estableció la Constitución de 1991 debilitaron el sistema bipartidista y trajo un revolcón que favoreció a un sistema caudillista que hasta hoy se siente. https://t.co/tVxPTMLSrA,negative
"¿Cómo ha votado el país en los últimos 28 años? ¿Podemos hablar de un sistema político caudillista? A menos de 30 días de las #Elecciones2022 hicimos un análisis del comportamiento electoral de los colombianos. Esto encontramos👇https://t.co/tVxPTMLkC2
#ContenidoPremiumEE",negative
"El bachiller Ernesto Macías, alertando sobre el robo de las elecciones, como no pudo esquilar más, acostumbrado a  comprar votos y conciencia, como todo Uberrimominista rastreros son los costreñidores, atemorizar es constancia, Colombia desperto por la Vida",negative
@Diego_Molano @COL_EJERCITO @mindefensa @ArmadaColombia @FuerzaAereaCol @DirectorPolicia @FuerzasMilCol @IvanDuque @infopresidencia NARCOPARAURIBISMO GENOCIDA OPERANDO SINIESTRAMENTE EN LLAVE CON EL CLAN DEL GOLFO PARA METER MIEDO A COLOMBIA Y ROBARSE LAS ELECCIONES DEL 29 DE MAYO.,negative
"Se acerca el día de las elecciones en #Colombia y como @petrogustavo ""El cacas"" sabe que no va pa'l baile entonces comienza a incendiar el país...",negative
NARCOPARAURIBISMO GENOCIDA Y CLAN DEL GOLFO TRABAJAN EN LLAVE PARA METER MIEDO A COLOMBIA Y ROBARSE LAS ELECCIONES DEL 29 DE MAYO. https://t.co/RBbK9B1dKP,negative
"#6May | El izquierdista Gustavo Petro, uno de los favoritos para las elecciones presidenciales de Colombia que se celebrarán a finales de mes, dijo que de resultar ganador, reanudará las relaciones con Venezuela, rotas desde el 23 de febrero de 2019. https://t.co/kwuU5ZjHa2",negative
"Una de las cosas más me impactó de realizar este especial fue descubrir que a menos de un mes de las elecciones aún hay candidatos que no han presentado un plan de gobierno 👀

Averigua quiénes en @dpl_news ⬇️
 
https://t.co/dm0lm5YnlH",negative
@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Porque tienen las elecciones cuadradas para que gane el hampón de @petrogustavo como sea. Yo no creo en la @Registraduria ni en @IndraenColombia que tiene cuestionamientos de su software en otros países @lafm @lcvelez @rcnradio,negative
Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia https://t.co/ma0ObakLMG,neutral
"De Manera Contundente, Exigimos la #Renuncia del Registrador ALEXANDER VEGA por los graves delitos en Elecciones del pasado 13 Marzo 22.

El @CNE_COLOMBIA, @moecolombia y las Cortes deben actuar ya mismo para generar confianza y brindar Garantías, de lo Contrario serán COMPLICES https://t.co/dsjs8ijwYA",negative
"Si el Colombiano, no cambia su vision politica y gana Petro en las proximas elecciones, se jodio colombia.

Fin del comunicado",negative
🚨ALERTA COLOMBIA🚨Si de verdad quieres hacer parte de la historia y participar activamente en estas elecciones. VINCÚLATE Como TESTIGO ELECTORAL Contribuye a que los COMUNISTAS En Colombia y el mundo nos no vuelvan a cometer fraude electoral.Inscríbete vigílalos y no nos dejemos,neutral
O sea que el  miserable de Macías reconoce que en Colombia es Fácil robar elecciones. Bellaco.,negative
"Les comparto publicación de mi artículo ""Elecciones Colombia 2022""en la Revista Argentina de Derecho Electoral. 
https://t.co/Ntm0DuF9Pc https://t.co/6sB6OXjzaA",neutral
"@NTN24ve pobre colombia, tan ignorante como lo fue venezuela en diversas elecciones..",negative
"@alfonsoeljach @alcaldiabarranc @EnLineaBarranca @vanguardiacom @Enlace_TV @Telepetroleo @Yariguies1027 @CanalTRO @CaracolBga @BLUSantanderes @RCNBga Populismo punitivo y preciso antes de las de las elecciones, siempre la misma película en #Colombia",negative
"Alertan que miles de jurados de votación están inhabilitados para estar en las elecciones a Presidente. La idoneidad de esos delincuentes no existe, toca inhabilitarlos y anular las mesas donde estuvieron y que se evidenció el fraude. ⁦@PGN_COL⁩  https://t.co/UcAISdFd05",negative
"#DiloConIndignación: ¿Para qué sirve el control previo y concomitante de la @CGR_Colombia? Estamos a 20 días de las elecciones y ya todos los contratos y dinero fueron entregados. ¿Qué va a pasar con esos recursos? Como ciudadanos tenemos que despertar, se ríen en nuestra cara. https://t.co/p2CP7sI0Sj",negative
"Si las Autoridades NO se pronuncian sobre las Millones de quejas que hay en Colombia, por el Presunto Fraude Electoral en las Elecciones a Congreso, entonces, NO existe ninguna Garantía sobre que las elecciones del 29 de Mayo sean en Derecho, controladas por el mismo Registrador.",negative
"""Lo que está viviendo Latinoamérica, cortesías de los procesos del Foro de Sao Paulo, se va poniendo realmente delicado. Hay que estar pendiente de lo que sucede en Chile y Perú, previo a las elecciones de Colombia."" @Noelleal",neutral
"""Lo que está viviendo Latinoamérica, cortesías de los procesos del Foro de Sao Paulo, se va poniendo realmente delicado. Hay que estar pendiente de lo que sucede en Chile y Perú, previo a las elecciones de Colombia."" @Noelleal",negative
"Esta es la recopilación de los tarjetones de los últimos 28 años en el país. ¿Cuáles recuerda? 

#Elecciones2022 #ColombiaDecide 
https://t.co/7jcyCwQuni",neutral
“La Procuraduría General de Colombia descubrió que 2925 aspirantes a jurados de votación para las presidenciales del próximo 29 de mayo están inhabilitados para ejercer funciones públicas” https://t.co/2MCo0SBpog #Elecciones 🇨🇴 por @gabrielamor,negative
"#NODALTemas ✍️ #Colombia 🇨🇴: camino a unas elecciones claves para la región

La primera vuelta de las elecciones presidenciales en #Colombia se realizará el 29 de mayo, en medio de una crisis económica, financiera, sanitaria y un alto descontento social 🔻 https://t.co/bKuutASnwF",negative
"Se sabía. No van a dejar ganar legalmente al próximo presidente @FicoGutierrez , le van a robar las elecciones. Ya perdimos, se tomaron el poder definitivamente. 

#ElRiesgoEs #QuienRespondePor #Colombia #ColombiaDecide #RCN #PetroCorrupto @Salu_Macallan8 @ArgiroCasta888 https://t.co/T9obCGmyk9",negative
"Vengaaaan, yo quiero saber el match presidencial de algunos de ustedes, pues pa’ saber si sigo tragada o le echo tierra al asunto. Por ejemplo, ¿qué le habrá salido a…? Uy no, mejor no los tageo porque algunos son guilty pleasure. Pero muestreeeen https://t.co/0tyZdtw5pz",neutral
"@AlvaroUribeVel Terrorismo es lo que ud @AlvaroUribeVel ha sembrado en Colombia.
Desde su ascenso como mafioso hasta comprar dos elecciones como presidente.
Eso sí es verdadero terror
6402 recuerdelo esas veces hasta que le llegue la hora de la justicia.",negative
"El candidato presidencial @ingrodolfohdez dice que buscará llegar al poder “sin comprar votos con plata robada del pueblo colombiano”. ¿#ASonDeQué quiere ser presidente? 

https://t.co/9kDluOH8as

#Elecciones2022 #ColombiaDecide https://t.co/Pi84NmmC5X",neutral
"No hay nada escrito hasta que esté mísero no salga de ahí, se sepa que títere van a poner y quién controlará elecciones y a los comunistas @CNE_COLOMBIA @fecode jurados y @moecolombia que no sirve para..........garante pero de los comunistas apátridas. https://t.co/BKqSY6slHN",negative
"@_CamilaTorres__ No queremos más violencia, las elecciones al congreso sumado con los votos de Francia demuestra que Colombia apoya a Petro y al Pacto ¿que esperamos?¿que sigan matando más líderes, campesinos, indígenas?. Más empatía por favor.",negative
@GralJuvenalDiaz NARCOPARAURIBISMO GENOCIDA Y CLAN DEL GOLFO TRABAJAN EN LLAVE PARA METER MIEDO A COLOMBIA Y ROBARSE LAS ELECCIONES EL 29 MAYO.,negative
"¿No sabe por quién votar en las elecciones presidenciales?  En el #MatchPresidencial descubrirá su candidato ideal. Es fácil y divertido. La novedosa herramienta digital fue creada por @elespectador @fundacionFESCOL y @cifrasyconcepto  Pruébela aquí: 
https://t.co/HuTnXqvL5Q https://t.co/DYo7xuBM9v",neutral
Colombia | Petro anuncia que si gana restablecerá las relaciones diplomáticas y consulares con Venezuela @InfoNodal https://t.co/voHsTypdi3,neutral
"@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Si la Dra Cabello no se pronuncia y no aparta al Registrador y se roban las elecciones como las del congreso,, va tener culpabilidad porque hay pruebas suficientes,, y la corte que lo eligió también es cómplice si no se pronuncian y lo apartan del cargo, eviten algo peor,🇨🇴🇨🇴🇨🇴",negative
"@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Si la Dra Cabello no se pronuncia y no aparta al Registrador y se roban las elecciones como las del congreso,, va tener culpabilidad porque hay pruebas suficientes,, y la corte que lo eligió también es cómplice si no se pronuncian y lo apartan del cargo, eviten algo peor,🇨🇴🇨🇴🇨🇴",neutral
EN 'GESTOSO GLOBAL' LAS AMENAZAS DE MUERTE A GUSTAVO PETRO en la recta final rumbo a las Elecciones Presidenciales de Colombia con Angel Becassino Asesor de Campañas Políticas domingo desde Bogota 20:30hs por #AbyaYalaTelevision Los espero! https://t.co/YJp1qhZ2aY,neutral
"La derecha Colombiana + época de elecciones = a terrorismo desatado, el país está hundido en un hoyo tan profundo que no se ve solución a nada. #colombia",negative
"@MariaFdaCabal Lo extraditaron rápido por dor razones señora Acabal.

La primera y para mí la más importante es porque Otoniel en Colombia dando sus testimonios respresenta un verdadero riesgo para las elecciones pues ya estaba diciendo muchos nombres de políticos.",negative
"Qué tal el robo de elecciones parlamentarias,gobierno y entes del estado callan,Con complicidad,⁦⁦@infopresidencia⁩ ⁦@FiscaliaCol⁩ ⁦@PGN_COL⁩ ⁦@CGR_Colombia⁩ ⁦@DEAHQ⁩ ⁦@USEmbassyBogota⁩ ⁦⁦⁦@CDemocraticoCo⁩ https://t.co/temZuQMkkd",negative
"NARCOPARAURIBISMO GENOCIDA, GARRAPATEIRO (ZAPATEIRO),CANTINFLAS MOLANO Y CLAN DEL GOLFO, ESTÁN TRABAJANDO EN LLAVE 🔑 PARA METER MIEDO A COLOMBIA Y ROBARSE LAS ELECCIONES DEL 29 DE MAYO. https://t.co/SDbke4RmTk",negative
"Con esta ley, que se intentó modificar varias veces en anteriores contiendas, la intención principal era asegurar que las campañas electorales se llevaran a cabo en condiciones igualitarias y transparentes.

#Elecciones2022 #ColombiaDecide 
https://t.co/qRNy77hLm6",neutral
"@jarizabaletaf QUE NOS DIGA DE UNA VEZ QUIEN ES EL PRESIDENTE,,,Y ACABAMOS CON ESTA MAMERA DE ELECCIONES..! Y EMPEZAMOS A CAMINAR POR TODA COLOMBIA ENMOCHILADOS…..CON LOS VENEZOLANOS….!",negative
"@CeDemocratico NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@lafm NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@lcvelez @lafm @NoticiasRCN @rcnradio @NTN24 si todos  en colombia estamos viendo el peligro para elecciones que representa la registraduria , por que los entes de control no lo ven ?",negative
"Duque resultó el personaje mas inútil y desvergonzado de la Historia de Colombia, y está tan caído que en estos 20 días que faltan pa elecciones, lo mas seguro es que el CD pase a la ""oposición"" y Uribe diga que no lo conoce ni ha tenido tratos con el ni por interpuesta persona.",negative
"Como hace un estado @IvanDuque para permitir que todo un  pais este secuestrado por el paramilitarismo  y no hace nada
Contra los pobres, los estudiantes,  los campesinos y los líderes sociales pone toda la fueza @COMANDANTE_EJC 
Este próximo elecciones colombia dira no masURIBE https://t.co/aqwKO4LxuH",negative
"El comunista @petrogustavo se quitó la careta este viernes y dijo que si gana las elecciones del #29Mayo en #Colombia reconocerá y trabajará diplomáticamente con el dictador @NicolasMaduro

#Colombianos, no permitan que llegue el #Comunismo en su país.

Voten por @FicoGutierrez https://t.co/IDWS9UoyaG",neutral
"@petrogustavo Gustavo usted no será presidente .
Tenés la maldición de ser otro líder político que pierde las elecciones y de tanto insistir nunca ganará.

La presidencia de Colombia se gana con la decisión de un pueblo ungido por el sagrado corazón , libres de convicción y trabajo constante.",negative
"Amor por Colombia ni que nada, sólo por la familia acá porque del resto este país no se saca con amor ni patriotismo. Toca es irse para no ser un muerto más, empezó la época de elecciones y en la Costa ya iniciaron, me duele 💔",negative
Es una ventaja que las elecciones del congreso en Colombia fueran primero que las presidenciales porque hoy si estariamos sin opciones de denunciar el fraude tan descarado que se presentó. Fuera el registrador o nos vamos a la M...,negative
"Como ustedes construyen escenarios y en dicen que en bolsa no se compra el pasado sino las expectativas futuras, me imagino que tenían en la baraja a USA titubeando 20 días antes de elecciones en Colombia.",neutral
La izquierda se dedicó A proteger cuanto criminal aparezca. Sí la izquierda extrema como la de Petro Gana Las elecciones será la criminalidad la que gobierne A colombia desde ése momento.,neutral
"A 23 días de elecciones el Registrador Nacional un corrupto pegado y atornillado al poder, con este tipo que Colombia desconfía es seguro que nos van a robar las elecciones @Registraduria @CNE_COLOMBIA @moecolombia @IvanDuque presidente líbrenos de esta plaga la @PGN_COL no pudo",negative
"@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Listo el ""Auto"" que ordena destituir a @alexandervega registrador criminal que vendió las elecciones y se vendió al socialismo al #castrochavismo listo el Auto #UltimaHora https://t.co/qr4zXgZCNM",negative
"@AlvaroUribeVel Usted envío a sus asesinos para amenazar la población, Ustedes quieren sembrar terror para militarizar Colombia y boicotear las elecciones, @ONU_es necesitamos intervención internacional urgente.",negative
"@marnetrubio NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"El Uribismo es el patrón del clan del golfo, un grupo paramilitar creado por estos delincuentes, el paro armado y la extradición de Otoniel es una estrategia para militarizar colombia y boicotear las elecciones.Piensan que es la única opción que tienen para no perder. @ONU_es https://t.co/vU7BSM2vgg",negative
"@RevistaSemana NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@RevistaSemana NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@ELTIEMPO NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"Marbelle amenaza con irse de Colombia si Petro gana las elecciones ✈️✈️✈️

La caleña tiene decidido abandonar el país si el candidato del Pacto Histórico gana su lugar en la Casa de Nariño por los próximos cuatro años. #tuvozpereira https://t.co/GHdCZ9AJZA",neutral
"@Tipcol10 @ledamejia21 NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@claudiacarrasq @cesarau09196274 @COL_EJERCITO NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
@Nata_Salud @Sandrag69 @AndresMejiaV ¡Hola Natalia! Te invitamos a descubrir tu #MatchPresidencial aquí: https://t.co/0E1tZKypTK,neutral
"@supershadai @Registraduria Quien o que institución en Colombia atiende los reclamos al fraude electoral?
Porque no suspender a al registrador que ya la defeco en las elecciones de senado y camara.
Hay una desconfianza general en cuanto a las presidenciales.
Están provocando una respuesta violenta.",negative
@BOLIBAR2 @AndresPastrana_ @santiagoangelp Un poco tarde con las elecciones encima… mal para Colombia,negative
"No encontraron otra alternativa que llenar de miedo a Colombia, utilizan sus paramilitares para ganar elecciones. Es ahora o nunca @petrogustavo",negative
"@BOLIBAR2 @CNE_COLOMBIA @AndresPastrana_ Aquí no va a pasar nada, y petro de va a robar las elecciones presidenciales y el país",
"@Enrique_GomezM NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@FicoGutierrez @DANE_Colombia Gracias a @IvanDuque y ud que toma su legado, si Locombia  lo elige estamos condenados a lo mismo, verdad que tienen platica pa robarse ñas elecciones... hdspm!!",
"@FicoGutierrez @DANE_Colombia Gracias a @IvanDuque y ud que toma su legado, si Locombia  lo elige estamos condenados a lo mismo, verdad que tienen platica pa robarse ñas elecciones... hdspm!!",
"@juanduribe61 @EstilachoH @AABenedetti NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZydwZ https://t.co/VTL37dV7CD",neutral
"@Karlaarcila @Alfonso67766030 NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@jarizabaletaf NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@Karlaarcila @afilada7 NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@Karlaarcila @afilada7 NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@marco_caldono @ledamejia21 @JuampaSantos @petrogustavo NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"@elcolombiano NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
"NO IMPORTA que salgamos a votar 20 millones por @FicoGutierrez ,El registrador ""Tibisay VEGA"" y el @CNE_COLOMBIA al servicio de las 2 Prostitutas de la Justicia,""La suprema y La constitucional,se van a robar las elecciones a favor de ""PETRO"" ya se robaron las parlamentarias OJO!!",negative
“Casi 3000 aspirantes a jurados de votación inhabilitados en Colombia” https://t.co/2MCo0SBpog #Elecciones ✍️ por @gabrielamor,
"#Video ¿Cuántos votos necesitaron Duque y Petro para ir a segunda vuelta en 2018?

https://t.co/OhVfQMi6TU https://t.co/NmDDU27LFL",
"Ese Petro me salió como muy tirado al centro para mi gusto. 😂😂😂😂😂😂😂😂😂😂😂😂
hagan su match presidencial Aquí!!!!

https://t.co/ZMNhI0Lvl3 https://t.co/5XSAZbZs92 https://t.co/CRRkJy51fu",neutral
"#ColombiaDecide | Federico Gutiérrez desde Riohacha: Hay quienes “negocian con corruptos en las cárceles”

https://t.co/IM628eMlaR",
"Tanto la inclusión de la segunda vuelta como la apertura del sistema político a más partidos hizo que el tarjetón se poblara de casi una decena de candidatos por proceso. 

#ContenidoPremiumEE #Elecciones2022 
https://t.co/tVxPTMLkC2",
@mindefensa @infopresidencia @PoliciaColombia @FuerzaAereaCol @IvanDuque @FuerzasMilCol @GobDeBolivar @GobCordoba_ @GobSucre si se van a reunir  con  sus amigos aliados del clan del golfo para mirar como da;an las elecciones para este 29 de mayo eso es lo único que hace este NARCOGOBIERNO FAVORECER A PARAMILITARES Y LAS MAFIAS EN COLOMBIA,
"El 29 de mayo, serán 
Las Elecciones en Colombia. https://t.co/k01o3i9ero",
"Me salió esto 😅

https://t.co/TJokUajStC",
"Me salió esto 😅

https://t.co/TJokUajStC",
".@odonnellmaria y @ertenembaum entrevistan a Francia Márquez, candidata a vicepresidenta en la fórmula de Gustavo Petro para las elecciones presidenciales de Colombia. La cita, este sábado a las 9 P.M. (Miami), 10 P.M. (Buenos Aires) en #Conecta2 https://t.co/p93867hkre",
#ColombiaDecide | Candidatos presidenciales explican cómo combatirían la alta inflación en Colombia https://t.co/U2fxQzaVSR,neutral
"@stendor @LaPullaOficial Un ""ladrón"" que no se robó un peso, eso es raro en Colombia, el que empieza el escándalo para que no se lleve el contrato es el mismo que se iba a ganar la supuesta coima, más raro, lo han aplazando por falta de pruebas en 3 ocasiones hasta llevarlo a fecha de elecciones, raro.",
"¿Qué pasa con policia, esmad y ejercito?, media colombia sitiada por paramilitares a 3 semanas de elecciones presidenciales y estos hptas nada, pero fueran estudiantes, niños mujeres embarazadas, ya le habían sacado los ojos, malparidos asesinos hptas @GaulaPolicia @COL_EJERCITO",
"Atención Colombia!!! 

#LaOrdenVieneDeArriba es la manera como nos quieren robar las elecciones...

100 twitts más!!!
#LaOrdenVieneDeArriba",
"@LEO06076235 @waldoalarconho1 @CNE_COLOMBIA @Registraduria @PGN_COL @MiguelA00036444 @PAME3_02F @marco_caldono @HdoPinillaPatin @mariubenoit @Andres_S_Co Cómo quiera que sea van a colocar al delincuente ese, robándose las elecciones de una manera bien descarada cómo hicieron en Chile y en Perú. https://t.co/SdnOWbygg1",
"Tienen todo listo para robarse las elecciones otra ves, ojo Colombia. https://t.co/toGqlfbrSX",negative
"👮‍♀️ La reprensión a la sociedad, manifiesta un gobierno que se ve amenazado y con poca capacidad de negociación y respuesta institucional. Más en revista #CienDías 104 👉🏽 https://t.co/d2YUoyQ8k6

📸 @infopresidencia https://t.co/ZonY8FcHEm",negative
"🕊 El proceso de paz entendido cómo una estructura de oportunidad, para poner fin al conflicto y escuchar a sectores sociales excluidos. 🎤 #CienDías N. 104 🔗 https://t.co/d2YUoyQ8k6

📸 @JEP_Colombia https://t.co/igChGJnaFX",neutral
"✊🏽Apertura y estabilidad democrática en Colombia, 🗳 el análisis de Daniel Ricardo Amaya en revista #CienDías edición N. 104 📲 https://t.co/d2YUoyQ8k6

📸 @PactoHistorico https://t.co/c1UQd4KNDJ",neutral
"Esto está imparable!
 #ProgresistaSigueProgresista , #SúmateAlCambio , #YaLlegaElCambio .
Sigamos sumando y logremos transformar a Colombia con Petro y Francia! A ganar las elecciones en primera vuelta! Sígueme y te sigo!",positive
